domain,date,title,emotion
fotomac.com.tr,2023-12-28,Galatasaray Süper Kupa maçının hazırlıklarını tamamladı!,happiness
fotomac.com.tr,2023-12-28,YARIN OKULLAR TATİL Mİ 29 ARALIK? Yarın okul var mı?,hope
fotomac.com.tr,2023-12-29,Mircea Lucescu'dan Beşiktaş'a flaş yanıt!,
fotomac.com.tr,2023-12-29,"DEPREM SON DAKİKA | ❗ AFAD, Kandilli Rasathanesi son depremler listesi 29 Aralık 2023",fear
fotomac.com.tr,2023-12-30,BARAJ DOLULUK ORANLARI - İstanbul baraj doluluk oranı İSKİ 30 Aralık rakamları,
fotomac.com.tr,2023-12-30,Genç Semih’le 2028’e uzatılıyor,happiness
fotomac.com.tr,2023-12-31,"MİLLİ PİYANGO 10 BİN TL KAZANAN NUMARALAR 2024 | Tam, yarım, çeyrek bilet 10 bin lira kazananlar sıralı tam liste",happiness
fotomac.com.tr,2023-12-31,"SURVIVOR 1. BÖLÜM NE ZAMAN? 2024 Survivor ne zaman başlıyor, ilk bölüm hangi gün?",hope
haber7.com,2023-01-01,Riyad'da taraftarlar Ronaldo için mağazalara akın etti,happiness
haber7.com,2023-01-01,"Bakan Soylu, Eren Bülbül'ü doğum gününde andı: İyi ki doğdun, iyi ki varsın Eren",happiness
haber7.com,2023-01-02,3600 ek gösterge ve EYT sonrası şimdi gözler 'İntibakta',hope
haber7.com,2023-01-02,"Fenerbahçe, Antalyaspor karşısına çıkıyor!",hope
haber7.com,2023-01-03,Memur ve emekli için büyük gün bugün!,hope
haber7.com,2023-01-03,Sıfır otomobil piyasasında 'zam' karmaşası: 3 gündür kimse fiyat vermiyor,anger
haber7.com,2023-01-04,Fenerbahçe'de Valencia takımla çalışmalara katıldı,happiness
haber7.com,2023-01-04,"Evlilik Öncesi Eğitim Programına 10 yılda 1,5 milyon kişi katıldı",happiness
haber7.com,2023-01-05,Heykeli yapılan şampiyon boğa rekor fiyata satıldı,happiness
haber7.com,2023-01-05,"MGÜ en az lise mezunu personel alımı yapıyor! Güvenlik , Temizlik ve Büro Personeli, Tekniker...",hope
haber7.com,2023-01-06,Rusya ateşkes öncesi itfaiye istasyonunu vurdu,anger
haber7.com,2023-01-06,Sakarya'da BAE ajanı olduğu iddiasıyla yakalanan Ürdünlü sanığın yargılanması sürüyor,fear
haber7.com,2023-01-07,Üsküdar'da kaza! Köprüden aşağı uçtu,fear
haber7.com,2023-01-07,Jorge Jesus'un derbi planı belli oldu! O İsme özel önlem alınacak,
haber7.com,2023-01-08,İstanbul'da feci kaza! Bariyerlere çarpan aracın motoru yola fırladı: 3 ağır yaralı,fear
haber7.com,2023-01-08,İstanbul barajlarında korkutan tablo,fear
haber7.com,2023-01-09,AK Parti'den HDP'nin aday çıkartacak olmasına ilişkin ilk açıklama,
haber7.com,2023-01-09,CHP’li Mansur Yavaş'tan bir ayda 606 milyon liralık satış,
haber7.com,2023-01-10,Menajeri doğruladı! Sacha Boey talip toplamaya devam ediyor,happiness
haber7.com,2023-01-10,Salgın sonrası İstanbul'dan Çin'e ilk uçuş,hope
haber7.com,2023-01-11,Marmaris'te Kapalı Çarşı'yı su bastı,fear
haber7.com,2023-01-11,Abdulhamid Dibeybe: Türkiye ile işbirliğinin sürmesi kaçınılmaz!,hope
haber7.com,2023-01-12,Süper Lig'de 19. hafta hakemleri açıklandı!,happiness
haber7.com,2023-01-12,Yarıyıl tatili için ek YHT seferleri konuldu,hope
haber7.com,2023-01-13,"Alman ekonomisi 2022'de yüzde 1,9 büyüdü",happiness
haber7.com,2023-01-13,Yerli yatırımcıların pay senedi varlıkları bir yılda yüzde 250 arttı,happiness
haber7.com,2023-01-14,Enflasyona sabit fiyat freni - 14 Ocak günün gazete manşetleri,
haber7.com,2023-01-14,Türk-Çin ortaklığıyla kuruldu: Talep yağıyor,happiness
haber7.com,2023-01-15,"Türkiye, dünyada 14'üncü sıraya yükseldi",happiness
haber7.com,2023-01-15,İstanbul'da korkunç olay! Çığlıklarına yetiştiler...,fear
haber7.com,2023-01-16,Araç sahipleri dikkat! MTV ödemelerinde son gün 31 ocak,fear
haber7.com,2023-01-16,"Alperen Şengün'ün 15 sayısı, Rockets'ın galibiyetine yetmedi",sadness
haber7.com,2023-01-17,Eskişehir’de zimmetine 9 milyon lira geçiren banka müdürü tutuklandı,disgust
haber7.com,2023-01-17,Ankaragücü Kulübü Başkanı Faruk Koca'nın babası vefat etti,sadness
haber7.com,2023-01-18,Flaş İlkay Gündoğan iddiası! Süper Lig'e geliyor,hope
haber7.com,2023-01-18,Kayserispor-Beşiktaş maçı bilet fiyatları belli oldu,happiness
haber7.com,2023-01-19,Başörtüsü ve ailenin korunması için millete gidilebilir: Muhalefet top çeviriyor,anger
haber7.com,2023-01-19,Düğün hazırlığı yapan polis memurunun yasa boğan ölümü,sadness
haber7.com,2023-01-20,Acun Ilıcalı: Hayallerimi gerçekleştirdiğim bir yıl oldu,happiness
haber7.com,2023-01-20,İstanbul'da taksici cinayeti: Travestiler dövülerek öldürüldü,anger
haber7.com,2023-01-21,İstanbul Sarıyer'de İETT otobüsü asırlık ağaca çarptı: 7 yaralı,fear
haber7.com,2023-01-21,Amerika'nın adayı çoktan belli!,hope
haber7.com,2023-01-22,İstanbul Havalimanı metrosu YHT ile entegre olacak,hope
haber7.com,2023-01-22,Çin'de 6 günde 12 bin 658 kişi korona sebebiyle hayatını kaybetti,sadness
haber7.com,2023-01-23,2022'de en fazla konut Esenyurt ve Alanya'da satıldı,happiness
haber7.com,2023-01-23,Aksakallar Heyeti Başkanı Yıldırım'dan ortak alfabe mesajı: Önem veriyoruz!,happiness
haber7.com,2023-01-24,Jesus’a rağmen gelen galibiyet,happiness
haber7.com,2023-01-24,Havaların soğumasıyla hamsinin 15 liraya düşmesi bekleniyor,hope
haber7.com,2023-01-25,EGM'den Sedat Peker suç örgütüne ilişkin açıklama!,
haber7.com,2023-01-25,Kitabımızı Yakma Acizliği,anger
haber7.com,2023-01-26,İçişleri Bakanlığı KPSS 70 puan ile uzman yardımcısı alımı! Başvurular ne zaman sona etecek?,hope
haber7.com,2023-01-26,Cihan Paçacı'nın istifası böyle yorumlandı: 'Kılıçdaroğlu'nun adaylığı netleşti',happiness
haber7.com,2023-01-27,Sinan Ateş cinayetinde bir avukat tutuklandı,fear
haber7.com,2023-01-27,"21 il için ""turuncu"" ve ""sarı"" uyarı: Fırtına ve sağanağa dikkat",fear
haber7.com,2023-01-28,"Son dakika: Ve Meteoroloji haritayı paylaştı, Türkiye beyaza bürünecek! İzmir kar yağışı..",happiness
haber7.com,2023-01-28,ABD'de Tiktok yasaklanıyor,fear
haber7.com,2023-01-29,Şırnak'ta 20 köy ve 8 mezra yolu kardan kapandı! Valilikten uyarı,fear
haber7.com,2023-01-29,İşte karla kaplanan iller! Türkiye'den beyaz manzaralar...,happiness
haber7.com,2023-01-30,Su verimliliği seferberliği başlıyor,hope
haber7.com,2023-01-30,Anayasa Mahkemesi başkanı olmak için 2 aday mücadele edecek,hope
haber7.com,2023-01-31,Çavuşoğlu'ndan son dakika İsveç ve Finlandiya açıklaması,
haber7.com,2023-01-31,SMA Bilim Kurulu sonrası açıklama: Tedavide yeni ilaç,hope
haber7.com,2023-02-01,"Millet İttifakı söz mü, sarayları boşaltacağız!",anger
haber7.com,2023-02-01,Sorumsuzluğun acı sonu: Sokağa atıldığı gün Mete'yi öldürdü,anger
haber7.com,2023-02-02,Dünyanın en güçlü deniz kuvvetleri açıklandı: Türkiye'nin sırası Yunanistan'ı şoka sokacak,happiness
haber7.com,2023-02-02,TFF duyurdu! Türkiye-Galler maçı o şehirde oynanacak,hope
haber7.com,2023-02-03,"Milli tenisçi Berfu, Meksika'da finale yükseldi",happiness
haber7.com,2023-02-03,Migros 5 ay içinde 50 markete şarj istasyonu kuracak,hope
haber7.com,2023-02-04,Alman futbol antrenörü çift taraflı ajan çıktı,
haber7.com,2023-02-04,Anadolu Efes deplasmanda Olympiakos'a yenildi!,sadness
haber7.com,2023-02-05,Şili'de orman yangınları: Can kaybı 22 oldu,sadness
haber7.com,2023-02-05,Altınordu'dan Eren Derdiyok atağı,hope
haber7.com,2023-02-06,Meclis'teki Genel Kurul çalışmaları ertelendi,fear
haber7.com,2023-02-06,Emtia piyasasında geçen hafta sert düşüşler görüldü,fear
haber7.com,2023-02-07,"DİTİB'in Türkiye'ye yardım kampanyasında 12 saatte 2,5 milyon euro toplandı",hope
haber7.com,2023-02-07,Devlet tüm birimleriyle teyakkuzda: 10 ilde 14 bakan görevinin başında,hope
haber7.com,2023-02-08,Almanya ve Fransa meclislerinde Türkiye için saygı duruşu,hope
haber7.com,2023-02-08,"Mert Fırat kötü haberi duyurdu! ""Akrabalarım göçük altında""",fear
haber7.com,2023-02-09,Deprem bölgesi uydudan görüntülendi! Hayrete düşüren manzara...,fear
haber7.com,2023-02-09,İstanbul Valisi Ali Yerlikaya'dan deprem bölgesine yapılan sevkiyata ilişkin açıklama!,hope
haber7.com,2023-02-10,Charlie Hebdo'nun itleri,
haber7.com,2023-02-10,Hatay'da yağmacılara Özel Harekat darbesi! Düğmeye basıldı,anger
haber7.com,2023-02-11,Christian Atsu'nun kardeşinin umutlu bekleyişi!,hope
haber7.com,2023-02-11,"TSK İnsani Yardım Tugayı, 6 yaşındaki Süleyman'ı böyle kurtardı",hope
haber7.com,2023-02-12,Baykar'dan deprem bölgesine destek! Teslim ediliyor,hope
haber7.com,2023-02-12,Ortalığı karıştıran yalan sonrası o görüntüleri paylaştı… Hatay’daki barajlar sapasağlam!,anger
haber7.com,2023-02-13,Kıyılarda deniz suyu çekilmesinin sebebi açıklandı,fear
haber7.com,2023-02-13,2023'te 10 yıllık ortalamanın altında bir küresel büyüme bekleniyor,fear
haber7.com,2023-02-14,Transfer olması hayatını kurtardı!,happiness
haber7.com,2023-02-14,"Depremin yarasını sararken, aklımızda tutmamız gerekenler",hope
haber7.com,2023-02-15,"Cumhurbaşkanlığı İletişim Başkanı Altun'dan, Kılıçdaroğlu'na sert tepki!",anger
haber7.com,2023-02-15,Selçuk İnan'dan hayat kurtaran karar! Takımı yok olabilirdi,fear
haber7.com,2023-02-16,"Başkan Erdoğan, Şahbaz Şerif'i Kabul etti",
haber7.com,2023-02-16,YouTube'da şoke eden gelişme!,fear
haber7.com,2023-02-17,AYD’den depremzede medya kuruluşlarına destek çağrısı,hope
haber7.com,2023-02-17,Dolar ve Euro'da son durum,
haber7.com,2023-02-18,"Messi, Neymar ve Mbappe'den TFF'nin kampanyasına destek!",
haber7.com,2023-02-18,Dışişleri'nden 'Acil Yardım Çağrısı' açıklaması,fear
haber7.com,2023-02-19,Akşener bu gerçeği bilmiyor mu? 3 şehirde yabancıya mülk satışı yıllardır yasak!,anger
haber7.com,2023-02-19,Deprem bölgelerindeki hasar tespit çalışması tamamlandı! İşte il il son durum,fear
haber7.com,2023-02-20,İşte okulların açılacağı tarihler...Deprem bölgesindeki illerde tarihler belli oldu,hope
haber7.com,2023-02-20,TBMM aşçıları afet bölgesinde depremzedeler için her gün 3 öğün sıcak yemek pişiriyor,hope
haber7.com,2023-02-21,Kartlı harcamalara sert fren,anger
haber7.com,2023-02-21,"CarrefourSA Aktüel 21 Şubat 2023 Kataloğu Fiyat Listesi! Ayçiçek yağı, bakliyat, züccaciye, elektronik…",
haber7.com,2023-02-22,İçişleri Bakanlığı 105 bin TL maaş ile personel alımı yapıyor! İşte başvuru şartları ve ekranı,hope
haber7.com,2023-02-22,"20 yıllık dosya sayısına 10 günde ulaşıldı! Sigorta uzmanından uyarı var: ""Aman dikkat...""",fear
haber7.com,2023-02-23,Rusya: ABD Dışişleri Bakanı Blinken'ın açıklamaları saçma,anger
haber7.com,2023-02-23,Deprem bölgesinde 20 bin 700 kişilik TYP istihdamı,fear
haber7.com,2023-02-24,Erdoğan imzaladı: 3 bakanlıkta kritik atamalar ve görevden alma kararı!,fear
haber7.com,2023-02-24,"Depremzede hafızlar EHAD'a emanet! ""Yitirilen her can için bir hatim"" kampanyası",hope
haber7.com,2023-02-25,İGA'nın Hatay'da kurduğu konteyner kent 8 Mart'ta hizmete açılıyor,hope
haber7.com,2023-02-25,Nijerya'da genel seçimlerde oy verme işlemi sona erdi,hope
haber7.com,2023-02-26,Eski günlere dönüş sinyali! İngiltere Lig Kupası Manchester United’ın,
haber7.com,2023-02-26,"60 kişiyi kurtardı, düşen duvarın altında kalarak hayatını kaybetti",sadness
haber7.com,2023-02-27,Depreme metroda yakalanırsak ne yapmalıyız?,fear
haber7.com,2023-02-27,Fosil yakıt nedir? Nasıl oluşur? Zararlı mı?,
haber7.com,2023-02-28,Türkiye'nin başörtülü ilk başsavcısı!,hope
haber7.com,2023-02-28,Cengiz Holding Adıyaman'a prefabrik kent kuruyor,hope
haber7.com,2023-03-01,"2 kişiyi öldürdü, arabadaki cesetle yakalandı!",fear
haber7.com,2023-03-01,Helali haramı bilmeyenler…,
haber7.com,2023-03-02,İstanbullular bu sorunun cevabını merak ediyor! 13 milyar TL nerede?,anger
haber7.com,2023-03-02,Esenyurt’ta otomobil firmasına ait yetkili servis binası alev alev yandı,fear
haber7.com,2023-03-03,"Akşener, İnce ve Özdağ ile ittifak kuracağı iddia edildi",
haber7.com,2023-03-03,"Galatasaray, Haji Wright için teklif yükseltti! Dev bonservis bedeli",happiness
haber7.com,2023-03-04,"Ulusal Staj Programı nedir, başvuru nasıl yapılır? 2023 Ulusal Staj Programı tarihleri belli oldu",hope
haber7.com,2023-03-04,Enner Valencia'dan yeni sözleşme açıklaması!,
haber7.com,2023-03-05,Siyasette yeni dönem: Yapay zeka robotu danışman olarak atandı!,hope
haber7.com,2023-03-05,Atina’da tren kazasında hayatını kaybedenler anıldı,sadness
haber7.com,2023-03-06,Maç esnasında yere yığıldı! Genç futbolcu sahada hayatını kaybetti,sadness
haber7.com,2023-03-06,Tanju Özcan: İmamoğlu ve Yavaş cumhurbaşkanlığı konusunda masum değil,anger
haber7.com,2023-03-07,Bakan Koca'dan son dakika 'salgın hastalık ve su sorunu' açıklaması!,fear
haber7.com,2023-03-07,Dışişlerinden İsrail'e tepki!,anger
haber7.com,2023-03-08,KPSS şartsız Subay Alımı Başladı! MSB başvuru ne zaman bitiyor?,hope
haber7.com,2023-03-08,Son dakika haberi: YKS 2023 tarihi belli oldu! ÖSYM'den açıklama,hope
haber7.com,2023-03-09,Tarihteki ilk telefon görüşmesi 147 yıl önce yapıldı! İşte insanlığı değiştiren icatlar,happiness
haber7.com,2023-03-09,TBMM Başkanı Şentop MIKTA konferansında konuştu,
haber7.com,2023-03-10,Belözoğlu: 'Beraberlik bizim için kötü bir skor diyemem',
haber7.com,2023-03-10,Yılanla aynı çuvala girmek,fear
haber7.com,2023-03-11,Müge Anlı’dan şoke eden açıkladı! Sinan Sardoğan öldü mü?,fear
haber7.com,2023-03-11,Son Dakika: HÜDA PAR'dan kritik 'ittifak' açıklaması!,
haber7.com,2023-03-12,Ankaragücü - Alanyaspor! İlk 11'ler,
haber7.com,2023-03-12,Alinur Aktaş Başkent Kulisi'nde,
haber7.com,2023-03-13,Bankalardan EYT'lilere özel kredi,
haber7.com,2023-03-13,Erdoğan'la görüşme sonrası Destici'den ittifak açıklaması,
haber7.com,2023-03-14,11 yaşındaki Yunan çocuktan depremzedelere anlamlı yardım,hope
haber7.com,2023-03-14,Bolu'da silahlı kavga: 2 yaralı,fear
haber7.com,2023-03-15,Gaziantep İslam Bilim ve Teknoloji Üniversitesi kurucu Rektörü Hatipoğlu'ndan veda mesajı,hope
haber7.com,2023-03-15,"Şanlıurfa sele teslim oldu; hastane acil servisini su bastı, okullar tatil edildi",fear
haber7.com,2023-03-16,Cumhurbaşkanı Yardımcısı Oktay'a Özbekistan'dan Dostluk Nişanı,happiness
haber7.com,2023-03-16,Irak Kürt Bölgesel yönetimi: Duhok'ta düşen helikopterde PKK'lı teröristler var,anger
haber7.com,2023-03-17,Cumhur İttifakı'nda bomba gelişme! Açıklama yarın yapılacak,hope
haber7.com,2023-03-17,Açılışını Erdoğan yapacak! Gelibolu-Eceabat arası 25 dakikaya düşüyor,happiness
haber7.com,2023-03-18,MHP’nin belediye başkanları kampı dönüşü kaza: 2 yaralı,fear
haber7.com,2023-03-18,Nihat Kahveci'den Galatasaray için olay yorum!,
haber7.com,2023-03-19,"Galatasaray'dan Fenerbahçe'ye olay gönderme! ""Yavuz hırsız...""",anger
haber7.com,2023-03-19,Barcelona'ya El Clasico öncesi yıldızından kötü haber!,fear
haber7.com,2023-03-20,4 ilde okul kantinlerinden kira alınmayacak,hope
haber7.com,2023-03-20,Kayseri'de deprem,fear
haber7.com,2023-03-21,Afganistan ve Pakistan'ı sallayan şiddetli deprem,fear
haber7.com,2023-03-21,Sahte doktor tahliyesini istedi: Dersimi aldım,fear
haber7.com,2023-03-22,PKK’nın ve FETÖ’nün adayı Kılıçdaroğlu,anger
haber7.com,2023-03-22,"Senaristler işsiz kalabilir: Ubisoft, hikaye ve diyalog yazan yapay zeka aracını duyurdu!",fear
haber7.com,2023-03-23,Koya'daki kavgada kişi öldü,fear
haber7.com,2023-03-23,Dünyanın dört bir yanında ilk teravih namazı kılındı,happiness
haber7.com,2023-03-24,Çiftçilere tarımsal destek ödemeleri bugün yapılacak,hope
haber7.com,2023-03-24,Ezan okunurken su içilir mi? Sahurda ezan okunurken su içilir mi (Diyanet'in fetvası),
haber7.com,2023-03-25,Karaköy'de denize düşen kişiyi tekne kaptanı kurtardı,hope
haber7.com,2023-03-25,İstanbul'da siber operasyon: 1 yabancı şüpheli tutuklandı,fear
haber7.com,2023-03-26,Bakan Kurum: Yeni bir şehircilik destanı yazacağız!,hope
haber7.com,2023-03-26,Savunma sanayisi için üretilmişti... Depremde 50'den fazla hayat kurtardı!,hope
haber7.com,2023-03-27,İkinci el otoda şubatta en çok satılan markalar belli oldu,happiness
haber7.com,2023-03-27,İkinci el otomobil piyasası hareketlendi: İşte fiyatlara gelen zam oranı,happiness
haber7.com,2023-03-28,"MHP, depremzedelerle iftarda buluşacak",hope
haber7.com,2023-03-28,İstanbul'da terör örgütüne operasyon!,fear
haber7.com,2023-03-29,"Cumhurbaşkanı Erdoğan'dan Akşener'e tepki: Benim adıma dikkat et, yaparım dersem yaparım",anger
haber7.com,2023-03-29,Gazetecilerle depremzedeler AYD iftarında buluştu,hope
haber7.com,2023-03-30,Bill Gates 'devrim niteliğinde' demişti... Elon Musk karşı çıktı: Derhal durdurun!,anger
haber7.com,2023-03-30,Pentagon'dan F-35 açıklaması: Uçakların sadece yarısı operasyona hazır,
haber7.com,2023-03-31,Kur korumalı mevduat hesaplarında yeni düzenleme,
haber7.com,2023-03-31,Hakkari'de 2 PKK'lı kadın terörist teslim oldu,hope
haber7.com,2023-04-01,Erdoğan'dan Akşener'in papatya çayı önerisine cevap: Rezene iç!,anger
haber7.com,2023-04-01,İsrail’in dış güçleri,
haber7.com,2023-04-02,Suudi Arabistan’dan petrol kararı,
haber7.com,2023-04-02,"İBB'nin aracı arızalandı, cenaze saatlerce sokakta kaldı",sadness
haber7.com,2023-04-03,MSB 2023/2. Dönem Sözleşmeli Er alımı başladı! Kara Kuvvetleri Komutanlığı başvuru şartları...,hope
haber7.com,2023-04-03,"Üniversitelerde ""hibrit eğitim"" bugün başlıyor",hope
haber7.com,2023-04-04,Fiyatı muzu geçen soğan için yeni haber,anger
haber7.com,2023-04-04,Türkiye Kupası'nda çeyrek finalde hakemler belli oldu,
haber7.com,2023-04-05,Alparslan Büyük Selçuklu 51.bölüm fragmanında göğüs kabartan sahne! Çok beğenildi,happiness
haber7.com,2023-04-05,Arda Güler'in pozisyonu penaltı mı? Lale Orta'dan flaş açıklama,
haber7.com,2023-04-06,A101'de bugün hangi ürünler indirimli? A101 6.04.2023 aktüel kataloğu,hope
haber7.com,2023-04-06,"Kanal D, Yargı dizisinin final tarihini ilan etti! İzleyenler büyük hüsran yaşadı",sadness
haber7.com,2023-04-07,AK Parti'den DSP açıklaması,
haber7.com,2023-04-07,ABD'de skandal: Yanlış eve giren polis yanlış kişiyi vurdu,anger
haber7.com,2023-04-08,"Necati Ateş, Mauro Icardi'ye tepki gösterdi",anger
haber7.com,2023-04-08,"Burnley, İngiltere Premier Lig'e yükselmeyi garantiledi",happiness
haber7.com,2023-04-09,Edin Visca'nın en şanssız sezonu!,sadness
haber7.com,2023-04-09,CHP'de toplantı tüm gece sürdü: İmamoğlu'nun ekibi listeler yok!,anger
haber7.com,2023-04-10,CHP'nin adayı Okan Konuralp'in Abdullah Öcalan paylaşımı ortaya çıktı,
haber7.com,2023-04-10,10 Nisan Pazartesi gazete manşetleri - Liste şifreleri! İşte dikkat çeken detaylar...,
haber7.com,2023-04-11,Ronaldo'ya Real Madrid tepkisi: Hemen git,anger
haber7.com,2023-04-11,Enkaza dönen Hatay'da adeta meydanlar oluştu,
haber7.com,2023-04-12,Kuzey Kore: Uzay projeleri devam edecek,hope
haber7.com,2023-04-12,"Eczacıbaşı Dynavit, CEV Şampiyonlar Ligi’nde finalde",
haber7.com,2023-04-13,Hayatını kaybeden İtalyan voleybolcu Ituma'nın ailesi İstanbul'da,sadness
haber7.com,2023-04-13,Yılbaşı gecesi şehri karıştıran anons! Emniyet Müdürü'nden sert tepki,anger
haber7.com,2023-04-14,"'Vatandaşlık maaşı' geliyor! Aileler nefes alacak, işte detaylar...",hope
haber7.com,2023-04-14,İzmir'de tefeci operasyonunda 3 tutuklama,fear
haber7.com,2023-04-15,Jorge Jesus Fenerbahçe'de kalmak için Ali Koç'u şart koştu,
haber7.com,2023-04-15,Düşünmek için süre istemişti! Pirlo'dan Trabzonspor'a cevap,hope
haber7.com,2023-04-16,Hindistan'da sahte içki tüketen 20 kişi öldü,sadness
haber7.com,2023-04-16,Hatay’a kazandırılan Konya Konteyner Kentin birinci etabının açılışı yapıldı,happiness
haber7.com,2023-04-17,Şampiyonluk sonrası paylaşım: Gurur duy Fenerbahçeli!,happiness
haber7.com,2023-04-17,"BM'den Sudan açıklaması: 180'den fazla kişi öldü, 1800 kişi yaralandı",sadness
haber7.com,2023-04-18,AK Partili vekil adayları Kağıthane’yi sokak sokak ziyaret ediyor,happiness
haber7.com,2023-04-18,Pendikli esnaf: “AK Parti’den başka kimse kapımızı çalmıyor”,anger
haber7.com,2023-04-19,Pakistan'da otobüs kazası: 5 ölü,sadness
haber7.com,2023-04-19,Azerbaycan'dan Türkiye'ye büyük destek: 100 milyon dolar yardım ayırdık,hope
haber7.com,2023-04-20,Süper Lig'de son düzlük! İşte hafta hafta şampiyonluk hesapları,hope
haber7.com,2023-04-20,Dünya neden Türkiye'nin bulduğu yeni rezervin peşinde? 'Olmazsa olmaz' maden bulundu,hope
haber7.com,2023-04-21,Erdoğan'dan Kılıçdaroğlu'na sert tepki: Onları siyasi mefta haline getireceğiz!,anger
haber7.com,2023-04-21,"MKE Ankaragücü, PDFK'ye sevk edildi",
haber7.com,2023-04-22,ABD'den Tunus'a 25 bin ton buğday desteği,hope
haber7.com,2023-04-22,İspanyol basınından bomba iddia! Fenerbahçe...,
haber7.com,2023-04-23,Samsunspor'a büyük jest! Alkışlarla çıktılar,happiness
haber7.com,2023-04-23,Altılı masada yeni kriz patlak verdi! Akşener Babacan'a bayramı yaşatmadı,anger
haber7.com,2023-04-24,Kapasite kullanım oranı nisanda arttı,
haber7.com,2023-04-24,Togg'dan kritik adım! Batarya fabrikası kuruluyor...,hope
haber7.com,2023-04-25,Biden başkanlık adaylığını duyurdu,hope
haber7.com,2023-04-25,Konya'da kaç kişi oy kullanacak? Vali açıkladı,hope
haber7.com,2023-04-26,"İmamoğlu’nun Yalova fiyaskosu! Meydan boş kaldı, taşıma kalabalık ifşa oldu",anger
haber7.com,2023-04-26,MediaMarkt Türkiye CEO’su Kocabaş: “Deneyim şampiyonu olacağız”,hope
haber7.com,2023-04-27,Gram altın 7 gün sonra o seviyeyi aştı!,
haber7.com,2023-04-27,İzmir'de koku isyanı sürüyor: Nefes alamıyoruz,anger
haber7.com,2023-04-28,Bakan Murat Kurum: Konutları incelemeye başladık,hope
haber7.com,2023-04-28,İtalya Kupası'nda finalin adı: Inter - Fiorentina!,happiness
haber7.com,2023-04-29,"AB üyesi 5 ülke ""Ukrayna'ya ithalat yasağı"" kararını geri çekti",
haber7.com,2023-04-29,"Bakan Kurum, İstanbul'daki 'Yarısı Bizden' kampanyasındaki başvuru rakamlarını açıkladı!",happiness
haber7.com,2023-04-30,Şırnak'ta kaza: İki askerimiz şehit oldu,sadness
haber7.com,2023-04-30,"Şenol Güneş'ten galibiyet açıklaması! ""Hak ettik""",happiness
haber7.com,2023-05-01,TRT1'den art arda 3 proje birden! Yaz ayında başlayacak yeni diziler büyük ses getirdi,happiness
haber7.com,2023-05-01,"Sol el-parmak uyuşması neden olur, kalp krizi mi? El-parmak karıncalanması nasıl geçer?",fear
haber7.com,2023-05-02,Eşkıya Dünyaya Hükümdar Olmaz ekibinden ortalığı kasıp kavuracak proje! Herkes hazır...,happiness
haber7.com,2023-05-02,'Durakta taksi yok' diyen engelli çalışana dayak kamerada,anger
haber7.com,2023-05-03,AGD İl Başkanı'ndan Saadet Partisi'nin yayın organı TV5'e tepki: Tevil götürmez bir yanlış,anger
haber7.com,2023-05-03,Galatasaray'dan Fransa'ya çıkartma! Yıldız ismi yerinde izlediler,happiness
haber7.com,2023-05-04,"İstanbul, 2023 Türk Dünyası Gençlik Başkenti oldu",happiness
haber7.com,2023-05-04,AK Parti'den bir reklam filmi daha! Paylaşım rekorları kırıyor,happiness
haber7.com,2023-05-05,Kayserispor'dan Tugay Kaan Numanoğlu tepkisi! Değiştirilmesi istendi,anger
haber7.com,2023-05-05,Japonya'da ofis açmaya hazırlanan NATO'ya Çin'den tepki,anger
haber7.com,2023-05-06,Bakan Varank'tan önemli açıklamalar,
haber7.com,2023-05-06,Bakan Varank açıkladı: Deprem bölgesindeki KOBİ’lere 75 bin liralık destek,hope
haber7.com,2023-05-07,"Erdoğan, İstanbul'da düzenlenen 'Yüzyılın' mitingindeki müthiş rekor rakamı açıkladı!",happiness
haber7.com,2023-05-07,"Mehmet Sekmen'den Ekrem İmamoğlu’na ""korsan miting alanı"" yanıtı",anger
haber7.com,2023-05-08,Cumhurbaşkanı Erdoğan yatırımlardaki yeni dönemi açıkladı! Artık refaha harcayacağız...,hope
haber7.com,2023-05-08,Muharrem İnce'den yedili masaya: Çekilsin beni desteklesinler seçim garanti,hope
haber7.com,2023-05-09,Galatasaray'ın istediği Ianis Hagi'den transfer sözleri!,hope
haber7.com,2023-05-09,Fenerbahçe'de flaş ayrılık! Ön sözleşme imzaladı,happiness
haber7.com,2023-05-10,Türkiye'den enerji atağı! Karadeniz'de doğal gazdan sonra hedef petrol,hope
haber7.com,2023-05-10,Kemal Derviş son yolculuğuna uğurlandı,sadness
haber7.com,2023-05-11,"Kılıçdaroğlu'ndan, adaylıktan çekilen İnce'ye yeni çağrı",
haber7.com,2023-05-11,Japonya'da gizemli ışıklar gündem oldu,
haber7.com,2023-05-12,Bakan Nebati'den Kılıçdaroğlu'na yanıt,
haber7.com,2023-05-12,FETÖ'cü Cevheri Güven'in saklandığı yer bulundu: Görüntüleri yayınladı,
haber7.com,2023-05-13,Gelin ve damattan BBP Genel Başkanı Destici’ye sürpriz,happiness
haber7.com,2023-05-13,MHP lideri Bahçeli son mitingini Antalya'da yaptı,happiness
haber7.com,2023-05-14,YSK Başkanı Yener'den seçim uyarıları,
haber7.com,2023-05-14,Cumhurbaşkanı Erdoğan oyunu kullandı: İlk açıklama geldi,happiness
haber7.com,2023-05-15,Alparslan Büyük Selçuklu'dan haftalar önce ayrılmıştı! Tekrardan aralarına katılacak,
haber7.com,2023-05-15,La Liga'da şampiyon Barcelona!,happiness
